id,type,text,label
228,phishing,(UNIFI ALERT) Servis anda akan dihentikan hari ini kerana dokumen tidak lengkap. Sila kemas kini melalui portal rasmi: <link>,1
229,safe,"Alhamdulillah, makasih yaaa udah meluangkan waktu 😘",0
230,phishing,Pesta m-tronik Anda sebagai Pelanggan setia m-tronik terpilih sbgi pemenang ke[2] pin pemenang; [25e477r] u/info klik www.gebyarhadiah2016.com,1
231,safe,ada course lain jugak wehh,0
232,phishing,"Penyetoran Angsuran'nya kalau mau di bayar harap Tlp dlu ke atasan sy Bpk IWAN, hp.082319733334, Dri INDOMOBIL FINANCE, Tks",1
233,safe,Coba siapa yg lagi di prodi? Punten liatin jadwal sidang. Ada tulisan suruh kumpul jam brp gitu gak? Nuhun,0
234,safe,haah hsjshd,0
235,safe,Iyalah makin malam makin mahal kek yg suka dijalanan,0
236,phishing,"Aktifkan iRing Coboy Jr - Terhebat. Tekan *808*7#. Info: 100&111 Ada hits terbaru dari NOAH - Jika Engkau. Aktifkan iRing nya di HP kamu. Ketik MG NOAH02 kirim ke 808 Info: 100&111 Berkah iRing Rp 1000 dr Yuni Shara - Akhirnya. Aktifkan iRing nya, Tkn *808*1*2*3# lalu Ok/Call. Raih THR PuluhanJt!. Berhenti: Unreg ke 808",1
237,safe,boleh jerr,0
238,phishing,"Selamat,No SimCard Anda Resmi M-dptkan HADIAH 1 Unit HONDA JAZZ Dari, Tri 3Care PIN PEMENANG Anda 25ZT67KM U/Info Cek Pin Klik: www.infohadiahtricare.ml",1
239,safe,kau kan rajin mintak lecturer upload slides,0
240,safe,"nya sore we atuh gi, kalo mau pagi / siang weekend nya",0
241,phishing,"Plg Yth! No' Anda 081310xx m-dpt Hadiah All new avanza dr PT.TELKOMSEL PIN Anda:b89c7h9 Info klik: www.tsel-resmi777.jimdo.comA/hub;0016282333306308,",1
242,safe,"ya nggk jd masalh, toh model bisa diload dicontroler mana aja kan?",0
243,phishing,"Anugerah RM350 palsu - Nombor hari ini yang berakhir dengan XXXX dipilih untuk menerima anugerah RM350. Jika anda mempunyai padanan, sila hubungi 03712300220 dengan memetik kod tuntutan 3100 aplikasi kadar standard",1
244,safe,takde kena tunggu pun,0
245,phishing,Daptkn e-TIKET pesawat PROMO melayani Domestik and internasional booking ONLINE cepat & aman hub: 085217845777/082310204777 Link www.citiling-travel.com,1
246,phishing,"Dear Customer, Kindly values your experience at Telkomsel Service, score between 1(very poor) to 5 (excellent), send SMS to 1166 (FREE) (for int'l charged)",1
247,phishing,"Selamat Nomor 3care Anda terpilih Mendptkan HADIAH 1unit mobil TOYOTA YARIS, Pin pemenang anda:(8jf2177). U/Info Cek di: www.caretri.blogspot.com",1
248,safe,Gara gara batman. Pdhl udh diulang,0
249,phishing,Maaf kami sudah menghubungi tapi tidak tersambung Selamat No.Anda resmi meraih hadiah ke-3 dari PT.3CARE Pin ;b8337h9 u/info klik www.hadiah3care-2016.blogspot.com,1
250,safe,sudah,0
251,safe,"Iya teh, soalnya kenapa selasa, bapa hari rabu mau berangkat.",0
252,phishing,"Mau jajan? Gak usah kemana-mana sob, jajan online aja, terutama buat kamu yang suka nge games, cek http://tsel.me/jajanonline",1
253,phishing,"Anda telah memenangi anugerah RM200 yang dijamin atau wang tunai RM1000 untuk menuntut anugerah anda, hubungi percuma di 08000407166 2 stop getstop di 88333 PHP",1
254,phishing,RM0 MCC PERHATIAN! Akaun pinjaman peribadi anda masih lagi tertunggak. Notis tindakan saman mahkamah serta prosiding garnishee telah diambil di bawah Akta kewangan. Pembekuan akaun simpanan/semasa serta penyekatan permohonan pinjaman bank akan dilaksanakan. Unit tindakan pemulihan kredit juga akan merujuk kepada pihak majikan Tn/Pn untuk tindakan susulan. Sila jelaskan pembayaran dengan kadar segera.,1
255,safe,kita baru start writeup semalam,0
256,safe,Besok dwm jadi ya praktikum weka. Bawa laptop.,0
257,safe,Udh teh kata bapa bsk kekantor cuman blm dbls lg jamber.. jd blm pasti jg,0
258,safe,salam,0
259,safe,"Jajaran kantin 79 kesana deket2 pengkolan pokoknya kang, ada tulisanya da",0
260,phishing,Nasabah BRI yth. Anda dapat cek. 27.juta dari undian BRI Kode triplle cek anda (02599875) info hadiah klik www.bripusat2016.blogspot.com,1
261,safe,Kalo ada daun pepaya mah bungkus daunnya pake pepaya put,0
262,phishing,Nasabah BRI Yth. Norek anda terpilih sebagai pemenang UNDIAN BRI-2016 KODE PIN anda (ijh76k79) U\info HADIAH anda klik: www.undian2016bri.blogspot.co.id,1
263,phishing,PERINGATAN: Lesen memandu anda telah tamat tempoh dan anda sedang dalam siasatan JPJ kerana rekod saman tertunggak. Sila buat semakan dan pembayaran segera sebelum tindakan saman dikeluarkan: https://jpj-my.com,1
264,safe,"Hai akang-teteh, bagi kalian yang belum tau, merekalah calon Pemimpin KEMAKOM periode 2016-2017! yuk kita simak visi-misi mereka :)",0
265,safe,"aamiin, makasih semuanya moga cepat lulus juga",0
266,phishing,"Pelanggan dihormati, penghantaran Shopee Express anda telah ditahan kerana isu pengesahan penerima. Sila sahkan identiti anda di sini: <link>",1
267,safe,Yah saya dikostan temen dil. Hihi,0
268,safe,Dr ciateul terus masa kekalapa lg (frown),0
269,phishing,"Selamat,Kepada pelanggan 08157xxx Anda mendpt hadiah ke4 Dalam program POIN PLUS PLUS INDOSAT No.PIN:277fg49 info klik www.poinplus-plus-7887-2013.webs.com",1
270,phishing,"Good afternoon. I have keen tenant looking for Botaniqa Residence to rent by end of this month. Kindly let me know whether your unit is available for Rent, Own Stay or SOLD.",1
271,safe,bntr lagi pulang,0
272,safe,AndiPublisher.com#PO0216020925#96000#02-02-2016#BNI#Bank Mandiri,0
273,phishing,Beli paket Turbo mulai 50rb utk pembelian pertama di MyTelkomsel App sjk 25Aug - 25Sept dpt EXTRA PULSA TSEL Rp 50rb loh! Cek detail paket di tsel.me/mytsel1,1
274,safe,"Ayam aja Pak, terus satu paket itu sama isinya ap aja?",0
275,phishing,Akses ke eBilling ditangguhkan kerana maklumat bil tidak lengkap. Kemaskini di <fake-link>,1
276,phishing,"Maaf' Soal Angsuran bulan ini Pembayaran harus melalui ke bpk.Yogi, HP: 08562115779, soalnya sdh dikuasakan",1
277,phishing,"Slmt_No. Anda Mndptkn Hadiah ""GRAND PRIZE"" Uang 'Rp.100jt,dr TELKOMSEL poin No.PIN-25g47jk Hub Call Center 081233303888 Pengirim : T-Sel",1
278,phishing,"Nanti kalau mau transfer, tipon dulu di no baru saya ini. 085624347737 soalnya ada perubahan no rekening. terima kasih",1
279,phishing,PESAN RESMI DR TRI-CARE INDONESIA 2016 selamat No.anda mendptkn hadiah dgn No.PIN pemenang;47BL759 U/imfo silahkan kunjungi; www.bima3care2016.jimdo.com,1
280,safe,"Sama ini, misal ini web di pake dan dapet komisi tuh, nah kita kecipratan ga? Nanya aja, hehe. Da gapapa meren nanya gitu. Engga kecipratan juga hapapa, tapi seengganya di web nya ada.",0
281,safe,sebab last week dia tak sihat en takut dia terlepas,0
282,safe,"Assalamualaikum akang teteh, jangan lupa ya hari ini ada carrier day jam 10:30, exhibition fpmipa b :) (love) Hayuu teh ditungguuu",0
283,safe,okeii baikk dan mantap,0
284,phishing,Hai dik… saya kenalan mak awak… saya accident teruk sekarang ni… doktor buat banyak test… boleh bantu saya sikit dari segi duit?,1
285,phishing,"Yuk INTERNET-an NGEBUT utk akses FB, Twitter, & Chatting dgn beli Paket Flash 500MB/7hr (sesuai zona lokasi) mulai Rp25rb di *100*433# cek tarif di tsel.me/FL",1
286,phishing,Pembayaran'nya bulan ini kalau mau di bayar harap telpon/sms dulu ke atasan kami Bpk.DEDY. Hp;085221118517.Terima kasih.,1
287,phishing,"Abg, saya tgh dekat balai polis. Diorang tak bagi saya keluar selagi saya tak bayar compound RM850. Tolong sangat abg... 🙏🙏",1
288,safe,"haiiii saja nak reconnect je, lama tak sembang",0
289,safe,"Wooh ada yg mau nikah lagi, udah lulus langsung diiket",0
290,phishing,Dapatkan Disc.30% utk Dominos PAN PIZZA!Roti yg lebih tebal dgn keju terasa sampai pinggir!Mulai Rp45500.Kunjungi toko terdekat/telf 1500366/Klik panpizza.co.id,1
291,safe,"Selamat utk teman2 yg wisuda, semoga berkah ilmunya dan dilancarkan urusan kedepannya.. sukses terus buat kt semua :)",0
292,safe,Jam 8 berangkat aja gmn teh,0
293,safe,alaa yekee,0
294,safe,Semoga Allah bersama kita Semua.,0
295,phishing,"BELANJA ONLINE Promo Disc 50% BB Dakota 2,8jt BB Onyx3 2,2jt BB Z10 3,5jt DLL, Info/sms: 085775102735 PIN:BB.2A03F3F2 Atau Klik: www.jaya-olshop.blogspot.com",1
296,phishing,"De inih bapa pake no temen, tolong kirimin pulsa ke no inih soalnya penring banget, nanti di rumah digantiin",1
297,phishing,"Mengenai Rumah Bpk/Ibu yg mau di jual sdh di survey dan sy berminat,sy telpon tdk bisa tembus. masalah hrg hub suami sy. 0823-7390-1777 Dr.H.IRAWAN",1
298,safe,ooo kau memang takleh join eh,0
299,safe,sian dia,0
300,safe,Teh jadi mau ketemuan,0
301,phishing,"Wang tersebut boleh dipindahkan ke akaun MAYBANK ini atas nama <name>, NO AKAUN. 0253 7915 37. Jika sudah dipindahkan, hantar sahaja SMS ke nombor ini <phone>. Terima kasih.",1
302,phishing,"Hi ma, phone saya hilang.. Ini phone kwn. Saya perlukan RM650 utk bayar bil discharge hospital. Tolong sgt2 ma.., nanti saya bankin balik lepas gaji 😭",1
303,safe,"aku pakai researchgate pun, banyak kena mintak request kat author dulu",0
304,safe,wehhhh aku jumpa nombor kau balik kat phone lama dooo ingat lagi tak aku??,0
305,safe,Setting telah dikirimkan ke ponsel Anda. Ikuti petunjuk yang diberikan untuk menyelesaikan setting internet dan kirim fot/MMS,0
306,phishing,Terima kasih telah melakukan isi ulang di sunny15.Trx Sukses sbsar 10.000 SN:1790103904.BYR PLNTELKOM BISA.Kami tnggu kedatangan Anda kembali,1
307,safe,Teh maaf kalau teteh sibuk gpp nanti bayar besok aja pas pengiriman,0
308,phishing,"BIG SALE 50% SINAR Blackberry -Z10 Rp.3,8jt -Dakota Rp 2,8jt -Tourch Rp 2jt -Davis Rp950 rb Infohub/sms: -089664054777 -297CCFA7 www.snr-bb.blogspot.com",1
309,safe,"ok,, kabarin yah, no m3 aku ke blokir, ga ada paket data, smsin aja ke asmul ya, ini kbtulan lagi free wife",0
310,phishing,Akaun universiti anda akan dikunci kerana semakan enrolmen belum dibuat. Sahkan: <fake-link>,1
311,safe,okay kejap,0
312,safe,Min kalo ada inpo kosan perbulan share ya 😆,0
313,phishing,"PROMO POIN SPESIAL! Tukarkan 20 TselPoin Kamu dengan 20Menit, 100SMS, atau 20MB di *700*20#. Periode Promo 11-31 Juli 2016. Info hub: 188",1
314,phishing,"Hallo urang minang, ado sticker rancak di Group Line Urang Kampuang MINANG GUY, beli pake pulsa Telkomsel",1
315,phishing,"TrmKsh Anda Tlh Berhasil Mengisi Pulsa SMARTFREN 10.000.Mau Jualan PULSA/BAYAR LISTRIK,SPEEDY/TELKOM Hub:Agen BAROKAH/Mp Reload.Pasti untung?",1
316,phishing,PT. GARSINDO Cari agen jual pulsa M-kios All Operator transaksi 24 jam dgn harga ; V5 = 4500 V10=8500 V20= 18000 U/Gabung kirim ke :085318655616,1
317,safe,Assalamu'alaikum wr wb. Berikut daftar penguji PLA tahap 4,0
318,safe,Itu namanya ap nur? Tokopedi bukalapak lumayan laa complete walopun kw sejenis,0
319,safe,aku nak gerak ketawa tapi takut kena attack dengan madam,0
320,safe,Besok siang ya jam 2,0
321,safe,Oke kalau untuk dp harus berapa%?,0
322,safe,"jangan pergi, tanpa aku 😇",0
323,safe,lagi setahun....,0
324,phishing,Akaun cloud anda hampir penuh. Naik taraf percuma sebelum data dipadam: <fake-link>,1
325,safe,suruh diorang buat report tu ambik part banyak sikit,0
326,phishing,Maybank2u mengingatkan anda bahawa Mata Ganjaran anda (5066) akan tamat tempoh hari ini. Sila lawati pautan berikut untuk menebus hadiah anda: https://maybank2u.xin/My,1
327,safe,takyah la weh aku dah sakit tengkuk plus awal awal dah stuck,0
328,safe,oke gais tp dsni udh redaan hujannya. dtggu ya,0
329,phishing,RESMI TRI CARE Pin pemenang Anda_8JF2177 Medptkan 1/Unit TOYOTA YARIS U/Info Lanjut klik: www.gebyar3care.jimdo.com CS:021-80001234/089643122237,1
330,phishing,Anda dipilih untuk program bantuan kewangan komuniti RM750. Permohonan anda hampir tamat tempoh. Sahkan kelayakan sekarang sebelum slot ditutup: https://claim-bantuan.today/apply,1
331,phishing,PROMO BLACKBERRY BB Dakota 2jt BB Torch 1.5jt BB Davis 1.3jt BB Orlando 1.8jt BB Gemini 950rb Berminat Hub : 085715186696 Promo terbatas,1
332,phishing,"Mengenai Uang kontrakan kalau Masih Mau Di terusin Harap ke bpk, Suyono, Nomor Hp: 082127377377, Soalnya shd sya kuasakan Penuh ke dia, Maaf Cuma sms",1
333,phishing,Kepada yth bpk/ibu pelanggan tri saya sumargani dr OPERATOR tri plaza semanggi lt1 jl jend sudirman kav50 jkt pst kirim sms krn nmr anda sulit saya hubungi dengan hal sebagai berikut nmr anda mendapat HADIAH dr promo undian 2013 HADIAH KE4 SUZUKI ERTIGA PIN ANDA:7t899b3 info.www.promotri2013.jimdo.com,1
334,safe,dikirim nya disatuin ?,0
335,phishing,"Ini Unit Pinjaman Pendidikan MARA. Pinjaman anda menunjukkan tunggakan RM1,250.50 dan dalam proses tindakan undang-undang. Sila jelaskan segera: <link>",1
336,safe,"Guys, untuk groupwherenya pake github aja ya",0
337,phishing,"Kami merupakan pasukan pemasaran afiliasi yang membantu peniaga e-dagang kecil untuk meningkatkan jualan dan rating mereka. Kerja sambilan kami boleh menjana pendapatan sehingga RM200-RM490 sehari dan masa kerja kami fleksibel. Jika anda berminat, saya akan menjemput anda ke dalam kumpulan kami terlebih dahulu. Anda boleh memerhatikan bagaimana pekerja sambilan lain melakukannya dan bagaimana mereka memperoleh pendapatan.",1
338,safe,oh ye,0
339,safe,Gaada buat yg bukan temen mah,0
340,safe,aku rasa haritu aku edit then save dia save cam biasa jee,0
341,safe,Sep aku udh pull tp kenapa direpository git ga msk ke aku ya,0
342,phishing,Nanti kalau mau di bayar/di transfer harap hubungi dulu atasan saya Bpk ARDIANSA no tlp; 085797136879 soalnya ada perubahan pembayaran trima kasih.,1
343,safe,"Btw magicomnya yg sedang Gais, gaada yg gede",0
344,phishing,SEGERA! Nombor Telefon Bimbit anda telah dianugerahkan Hadiah Bonus Pemanggil RM2000 pada 5/9/03. Ini percubaan terakhir kami untuk menghubungi anda! Lawati pautan untuk menebus: https://mydIgi.com.my,1
345,safe,"Jadi males banget PLA, asa ga pernah beres. Wkwk. Padahal dari pa rawosi ga bermasalah.",0
346,safe,Gais kalau ada chat2 sebelumnya tolong dibaca dan dipahami biar ga ulg2 😂😂,0
347,safe,Wid jgn plg sebelum ketemu aku. Aku brgkt jam 5 hehe,0
348,phishing,Maaf kami sdah menghubungi tpi tdak tersambung No.Anda resmi meraih hadiah ke-2 dari PT.M-KIOS pin;M248K81 u/info hadiah klik; www.hadiah-mkios17.blogspot.com,1
349,safe,Kita yg stay di pdg aja mah tinggal cuss aja kapan meet up nya,0
350,safe,Food Teh maksudnya bukan beras kan kang?,0
351,safe,Masih yang dekat sungai dulu kok diil 😁,0
352,phishing,RM0 Citi: Penyata anda telah dikembalikan kepada kami kerana tidak dihantar. Sila log masuk ke www.citibank.com.my untuk mengemas kini alamat surat-menyurat anda.,1
353,safe,Dimulai dari angka 0,0
354,phishing,"Ass, mengenai rumah dan tanah yg kemarin, sy sdah survei, sy mrasa cocok, untuk nego harga hubungi atau sms suami saya, pak. haji. dermawan; 085796022225.",1
355,safe,Perusahaannya apa aja kalau boleh tau?,0
356,safe,ooo faham,0
357,safe,Gais kyknya bapa ga akan bls sms aku. Mau gmn? Tp bapa bls sms teh tia blg dia ada dikantor dan tia jg blg kita kekantor hari ini.,0
358,safe,cuba kau pulak try,0
359,phishing,AYO download AXISnet dari PLAY/Apple Store dan aktifkan BRONET24Jam 5GB 60hr Rp44900 dan BRONET24Jam 3GB 60hr dapat OBOR 10GB (00-06) Rp39800. Info838. LD307,1
360,safe,Mau yang apa? Sunday atau apa? Terus rasa slainya apa?,0
361,safe,silahkan berkas dambil di ruang saya,0
362,safe,"Segan baa lo ko wqwq hai di, gila kurus banget skrg diii",0
363,phishing,"Anda akan menerima setting ponsel, agar ponsel Anda dapat mengakses internet dan berkirim foto/MMS. Jika Anda setuju balas pesan ini (gratis) dengan ketik Y.",1
364,phishing,"Sebelum di bayar /di transfer harap hubungi dulu atasan saya,bpk ARDIANSAH no tlp;081563257257 soalnya ada perubahan pembayaran .",1
365,safe,itulaa risau jugak. sebab madam takde reply lagi pun kita bump whatsapp dia,0
366,safe,"Airnya asa kurang lancar, besok ku tanya papa yah,",0
367,safe,"Kalo pacaran jg harus cowonya yg lebih sayang guys, biar ga ngebatin",0
368,phishing,"Transaksi Paywave RM12.90 berjaya. Jika anda tidak melakukan pembelian ini, batalkan segera: <fake-link>",1
369,safe,mesti dia buntu en,0
370,phishing,(Case ID: 22X93) Sila sahkan laporan aduan anda melalui pautan berikut: <fake-link>,1
371,safe,"Dari pt gagas, pt ixindo, pt bima data pratama, sma sukarnohatta, sma purwakarta, smk pgi, sma swamedia kang",0
372,phishing,"Dapatkan Bonus SMS Kamu. Hanya dg kirim SMS, Kamu akan dapat Bonus Ratusan SMS ke semua operator. Pakai terus Indosat Ooredoo & raih kebebasan berkomunikasi",1
373,safe,"Selamat siang, mau reservasi bandros perorangan apakah bisa?",0
374,phishing,"Khusus buat kamu yg doyan internetan! Cukup 10rb k, bs internetan slm 1 minggu (kuota 1,5 GB). Buruan ketik OKE ke 919. Pnwrn sd 30/09/2015 Khusus Nomor Ini.",1
375,phishing,"Maaf tolong uangnya ditransfer saja ke Bank xxx An. xxx No.Rek 2952149xxx, bila sudah ditransfer SMS saja, terima kasih",1
376,phishing,"Anda sedang dihubungi oleh perkhidmatan temu janji kami oleh seseorang yang anda kenali! Untuk mengetahui siapa dia, hubungi dari talian tetap 09050000928. PoBox45W2TG150P",1
377,safe,"Hbd nama1 , cepet sidang cepet wisuda yaaa aamiiiin",0
378,safe,Assalamualaikum.. Sepupu awak sini hehe… Lama tak jumpa kan? Raya tahun ni datang tak?,0
379,safe,harap diorang tak sidai kita,0
380,phishing,"Kami adalah platform kerjasama dengan e-dagang , membantu peniaga meningkatkan penjualan, peniaga menyelesaikan prestasi jualan dalam talian, dan membantu peniaga meningkatkan ranking mereka, kami mempunyai banyak orders, anda boleh mendapat komisen melalui tempah order itu.",1
381,phishing,"RM0 CIMB:Transaksi luar negara USD1200.0 sedang diproses. Jika ini bukan anda, hentikan segera: https://cinnb.com",1
382,safe,asal kau punya kena tunggu lama sangat ni noh 😭,0
383,phishing,"SUPER Wow! Gratis 12 GB buat kamu, ckup dgn isi pulsa minimun Rp 100 Ribu s.d 22 November. Hanya berlaku satu kali kesempatan & berlaku akumulasi loh! TL053C",1
384,safe,takpela weh nanti apa apa kitorang share je sini,0
385,phishing,BELANJA ONLINE TOKO RESKY DISCON 50% BB LAPTOP SAMSUNG IPAD NOKIA DLL U/pemesanan/order  call/sms 085322222699 kunjungi web kami di www.reskiy-shop.blogspot.com,1
386,safe,kena tunjuk flowchart pe semua tu sekali en,0
387,safe,Eh aku instances deh. Diload ga bs,0
388,safe,Ini kalo kita lg beneran ngumpul pasti lg mewek berjamaah,0
389,phishing,"Ribet bolak balik cek pulsa&cek sisa kuota internetmu? Download aja aplikasi myCare, hanya 1x klik semua jadi mudah. akses di https://mycare.indosatooredoo.com",1
390,phishing,"RM0 CIMB: Your 7,684 reward points are expiring today. Please visit the customer center redeem variety exclusive gifts. Redeem now, please visit: <link>",1
391,phishing,Terus Isi saldo TCASHmu dan nikmati aneka promo di merchants partner TCASH! Cek promo terbaru TCASH di tsel.me/tappromo,1
392,safe,"[INFO PLA]Assalam..Bagi yg ambil mk pla wajib kumpul pada hari/tgl kamis,25 agustus 2016 pukul 10.00 WIBB..Agenda: pembekalan dan penjelasan PLA.Tempat : Gdg JICA lt.3 R.S301.Demikian informasiny..harap diperhatikan d disebarkan",0
393,safe,Mana duduk plg depan selalu kdg aku ga tau keadaan dblkg. Siapa yg hdr siapa yg engga. Wkwk,0
394,safe,yang macam kat kampung kampung selalu tu,0
395,phishing,Kami ingin mengesahkan aduan anda berkaitan transaksi meragukan. Sahkan maklumat aduan: <fake-link>,1
396,phishing,"Use my invite code, nxmvf722ue, and get a free ride up to Rp75,000. Redeem it at https://www.uber.com/invite/nxmvf722ue",1
397,safe,Makanya sebelum tibatiba layarnya hitam gt diapain? Jatoh?,0
398,safe,"pesan dari nama1 : Assalamu'alaikum wr.wb. Pak, Indonesia Android Kejar bekerjasama dengan Depilkom mau mengadakan pelatihan Android level intermediate, masih ada slot 2 orang lagi, syaratnya sudah pernah membuat app android dan ngebuild menggunakan Android Studio, barang kali di kelas Bapak ada yang berminat. Nuhun.o ya pelatihannya mulai hari sabtu besok, 2 April, setiap sabtu selama 7 pertemuan, bertempat di lab praktikum kita.",0
